anio,unidad,ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,label,cluster_kmeans,cluster_dbscan,cluster_subtractive,cluster_fcm,fcm_mu_cluster_0,fcm_mu_cluster_1,fcm_mu_cluster_2,fcm_mu_cluster_3,fcm_mu_cluster_4,fcm_mu_cluster_5,fcm_mu_cluster_6,fcm_mu_cluster_7,fcm_mu_cluster_8,fcm_mu_cluster_9,fcm_mu_cluster_10,fcm_mu_cluster_11,fcm_mu_cluster_12,fcm_mu_cluster_13,fcm_mu_cluster_14,fcm_mu_cluster_15,fcm_mu_cluster_16,fcm_mu_cluster_17,fcm_mu_cluster_18,fcm_mu_cluster_19,fcm_mu_cluster_20,fcm_mu_cluster_21,fcm_mu_cluster_22,fcm_mu_cluster_23,fcm_mu_cluster_24,fcm_mu_cluster_25,fcm_mu_cluster_26,fcm_mu_cluster_27,fcm_mu_cluster_28,fcm_mu_cluster_29,fcm_mu_cluster_30,fcm_mu_cluster_31,fcm_mu_cluster_32,fcm_mu_cluster_33,fcm_mu_cluster_34,fcm_mu_cluster_35,fcm_mu_cluster_36,fcm_mu_cluster_37,fcm_mu_cluster_38,fcm_mu_cluster_39,fcm_mu_cluster_40,fcm_mu_cluster_41,fcm_mu_cluster_42,fcm_mu_cluster_43,fcm_mu_cluster_44,fcm_mu_cluster_45,fcm_mu_cluster_46,fcm_mu_cluster_47,fcm_mu_cluster_48,fcm_mu_cluster_49,fcm_mu_cluster_50,fcm_mu_cluster_51,fcm_mu_cluster_52,fcm_mu_cluster_53,fcm_mu_cluster_54,fcm_mu_cluster_55,fcm_mu_cluster_56,fcm_mu_cluster_57,fcm_mu_cluster_58,fcm_mu_cluster_59,fcm_mu_cluster_60,fcm_mu_cluster_61,fcm_mu_cluster_62,fcm_mu_cluster_63,fcm_mu_cluster_64,fcm_mu_cluster_65,fcm_mu_cluster_66,fcm_mu_cluster_67,fcm_mu_cluster_68,fcm_mu_cluster_69,fcm_mu_cluster_70,fcm_mu_cluster_71,fcm_mu_cluster_72,fcm_mu_cluster_73,fcm_mu_cluster_74,fcm_mu_cluster_75,fcm_mu_cluster_76,fcm_mu_cluster_77,fcm_mu_cluster_78,fcm_mu_cluster_79
2016,Nivel Central,240684855900.87064,132097374182.3852,1.3878873581508095,93.61135316019336,23525970567.23397,0.3711459639807974,0.0616298179740682,0.2175494150602769,0.239321566990612,0.2583279581570644,0.3581876430769773,-0.06663316454045,0.5488395756681563,0,1,-1,46,46,1.3247129305935522e-33,1.7079106707337416e-33,3.0381388007820832e-33,1.7445549832058085e-33,9.199290057878926e-34,1.6027683324945323e-33,9.28881954532178e-34,2.1805327794139894e-33,2.596390354292442e-33,1.1579731656351493e-33,1.2446467705314551e-33,1.1488281429467066e-33,1.074609022793513e-33,2.8496322308194003e-33,1.0769807822525545e-33,2.941700008893077e-33,1.3038593549312683e-33,1.0631692849146916e-33,1.0919594495318155e-33,8.420836877962887e-34,8.672470795853092e-34,9.032343460373879e-34,1.9211057640327032e-33,1.683356534971723e-33,1.1900707100635523e-33,1.2153005201382696e-33,1.3201157725305359e-33,1.3498397380687018e-33,8.302618074087985e-34,1.514914715302258e-33,1.7150893596897024e-33,2.5680263834007205e-33,1.6615630332053405e-33,1.0686828883801943e-33,2.704111356352397e-33,1.592203087998567e-33,1.6232405259011725e-33,1.7061951322966678e-33,1.185116908626349e-33,1.1745702474736551e-33,1.3720895138205256e-33,1.4003011195440904e-33,1.2491226870460597e-33,1.3219133824286392e-33,1.2541477517890507e-33,1.5461031199963404e-33,1.0,9.981801024707523e-34,1.8154245798398392e-33,1.496360826404944e-33,9.395399039902635e-34,1.3477055600369393e-33,1.6571423515419164e-33,8.705287501116959e-34,4.156600030585188e-33,1.3435095359992902e-33,1.643785568605212e-33,1.4042040304497454e-33,1.775180226825755e-33,1.4219581733276816e-33,1.4852585316553699e-33,1.739768899341394e-33,1.1878694728769681e-33,9.993642960233629e-34,1.4229153118606996e-33,1.6398290555985934e-33,2.7742762511179397e-33,1.5354925129631612e-33,2.4420157808379782e-33,9.607833017753325e-34,1.9627027574723626e-33,2.0275982602622564e-33,1.1519907901775268e-33,1.3760836360128825e-33,1.0451606365743483e-33,2.0809803862240053e-33,1.286194359548616e-33,3.296680348037517e-33,1.3888572060267684e-33,1.4618827504427607e-33
2017,Nivel Central,235740641804.16302,111335177072.30092,1.402537976104727,122.96939378590886,21570875751.88907,0.2556736573660497,0.0569521100396714,0.1973215411906235,0.2199701121218881,0.2288798023851541,0.2294584816879209,-0.0468826382160513,0.4722782470609818,0,1,-1,15,15,1.5521826422606978e-33,1.4005938855291714e-33,3.67584463290743e-33,2.1843495493375095e-33,8.968637947787112e-34,1.648811292005278e-33,9.991650154419472e-34,1.4196672049385854e-33,1.2727102794633258e-33,1.3582376604542886e-33,1.3781921868771026e-33,1.2351389034698836e-33,1.0561180424034157e-33,1.2449586197346485e-33,1.4688368035084973e-33,1.0,1.5644795648740263e-33,8.996180589462087e-34,7.568945155807484e-34,6.636875406380078e-34,7.531804561106728e-34,8.673876403839443e-34,9.605334241712946e-34,1.0438095885920396e-33,9.497771939253195e-34,9.345493204218271e-34,1.2019286840470566e-33,8.524003831688572e-34,7.057067137489637e-34,1.43894183254331e-33,1.842981658219197e-33,2.8030266247220086e-33,1.470925736820739e-33,9.179248737916908e-34,2.439636206025985e-33,1.5219363075266216e-33,1.8419080232782912e-33,9.42315662473961e-34,1.4845180379922721e-33,1.117840065297869e-33,1.1788391461566118e-33,1.0899114635607138e-33,1.3723732759066606e-33,1.3130056428362828e-33,1.1028063958220172e-33,1.2332624410637828e-33,2.941700008893077e-33,1.0315647631161996e-33,1.1012528995984154e-33,1.0422509189270471e-33,1.3474630196996429e-33,1.1192162057132779e-33,2.1101003797733527e-33,7.900830939269866e-34,1.5488583831563804e-33,1.1205362526317537e-33,1.3282145297224814e-33,1.7820733991395083e-33,1.0060112103573851e-33,1.89300658915356e-33,1.3248216013903282e-33,1.664109749658465e-33,1.1623639658296422e-33,1.25015452190965e-33,1.1799436084281319e-33,1.0830694892240691e-33,1.8931215877320588e-33,1.2875848210773748e-33,1.6125920636189322e-33,1.10873816451635e-33,2.4272574820124583e-33,1.597587459038671e-33,1.2065045106219949e-33,1.2243497142924013e-33,9.632250023279564e-34,1.5135313861300597e-33,1.0946615219494154e-33,2.1076731893397885e-33,1.5160795347909332e-33,1.4648561987299394e-33
2018,Nivel Central,237752397076.9665,124081464812.08788,1.2319301710311432,86.95786807315346,15995760721.032022,0.3759075271275922,0.0400123850145296,0.2437449161468492,0.1052600074699779,0.2686590460687039,0.2972601578977327,0.0128026452262243,0.5218936437133779,1,1,-1,66,66,1.5602150028725057e-33,1.4506385452056449e-33,2.4763950792575518e-33,1.4109700047971716e-33,1.203733620473837e-33,2.0427128133056825e-33,1.0516980510706375e-33,4.5670461505404014e-33,4.958206578448014e-33,1.1441412630236244e-33,1.868974881519757e-33,1.2089805054356486e-33,1.0720146965161221e-33,1.2536520066996864e-33,1.5234057851469988e-33,1.8931215877320588e-33,1.9449051797816106e-33,1.409158186888788e-33,1.1022576111150454e-33,8.864021405194136e-34,9.837616645161429e-34,1.2319979921390925e-33,2.5967094508738058e-33,1.2083917075839214e-33,1.3111493766366819e-33,1.7620955378077688e-33,1.425582403528202e-33,1.2431989559222935e-33,1.1699572514762238e-33,1.4549190697847258e-33,1.576648014535751e-33,3.139748698388829e-33,1.204131497703394e-33,1.0436799297534306e-33,1.7719807444155873e-33,1.4957688789804032e-33,1.9470331341214985e-33,1.616807836942257e-33,1.2151373968292543e-33,1.262954913031305e-33,2.6664187472615552e-33,1.4584680010101872e-33,2.0843545413782797e-33,1.0619587257208621e-33,2.2306847894608386e-33,3.944268693354716e-33,2.7742762511179397e-33,1.2839998120600187e-33,1.3694109764952827e-33,1.745795848756514e-33,1.255063210905206e-33,1.738756870388793e-33,1.698763274847615e-33,8.278006035941937e-34,2.835784256202078e-33,1.39701155363383e-33,1.4418268031041506e-33,1.9131536225112014e-33,2.0769916989304097e-33,1.4102500624551043e-33,1.3477622205132376e-33,1.5751617145165123e-33,1.4826877698994495e-33,1.36649684623435e-33,4.020339579954999e-33,2.0144392751869218e-33,1.0,2.0562480354790595e-33,7.200691304758602e-33,1.1359418257348021e-33,2.2039451654252623e-33,1.5401457961658638e-33,1.094858476939404e-33,1.6995991994126338e-33,1.7173793551734788e-33,1.696614444361229e-33,1.6685945203961343e-33,2.5050972558635044e-33,1.7181745107653694e-33,1.7211046883345848e-33
2019,Nivel Central,230483942387.17133,119881336238.22548,1.307921555257103,121.0669757134077,14948792519.496267,0.4429085099791788,0.0431824276572027,0.2207152545356568,0.1647045188281776,0.2903849697651772,0.4047529603273183,0.0399295112463225,0.5201287994147832,0,1,-1,8,8,1.5014547111064108e-33,1.79865420825355e-33,2.2239092834028262e-33,1.1829782640241574e-33,1.0917634429553763e-33,1.979296872100844e-33,8.846035344491473e-34,3.1079107288134986e-33,1.0,1.257910435320929e-33,1.334628375912025e-33,1.1157859541917682e-33,9.996666483743503e-34,1.5872291039082824e-33,1.060912466970517e-33,1.2727102794633258e-33,2.075176476001966e-33,1.4172769530901703e-33,1.1608459166677767e-33,7.76692931817906e-34,1.1369597194958976e-33,1.1518940164449266e-33,3.208113699035453e-33,1.0493164419506139e-33,2.0477227201487596e-33,2.7165407136139973e-33,1.851287430645145e-33,1.5197328365516196e-33,1.2897585905484221e-33,1.4037254360461277e-33,1.7848435908212616e-33,2.1030424215110083e-33,1.389120045819491e-33,9.373710552241769e-34,1.7413219417171693e-33,1.1831865137181257e-33,1.9773121268535505e-33,1.915486523108114e-33,1.307854894820392e-33,1.3403478251986936e-33,2.7613613159960915e-33,1.5279796603665743e-33,1.5567826364614274e-33,8.48693218367279e-34,1.629643558562499e-33,3.575522348464441e-33,2.596390354292442e-33,1.2234590959881178e-33,1.460918547433817e-33,1.6216259629288032e-33,1.280692084552466e-33,1.704627317912946e-33,1.3486666672894604e-33,8.194954481953478e-34,2.6505603108121666e-33,1.243960178561708e-33,1.3498097477628236e-33,1.3957336155426807e-33,1.9241335914311464e-33,1.2668797247165313e-33,1.4411781414997197e-33,1.3705028221413264e-33,1.6639394334490725e-33,1.0999173567169959e-33,3.3321802073060934e-33,2.3102376525314875e-33,4.958206578448014e-33,1.703867661170789e-33,4.4366145687133304e-33,9.409278816584122e-34,2.1349848920592583e-33,1.669715634435233e-33,1.1914017387144254e-33,1.212045983927389e-33,1.3118792786414385e-33,1.7144364945530235e-33,1.938513939966241e-33,3.134611630021566e-33,1.3422737904665265e-33,1.495676201575901e-33
2020,Nivel Central,231939025396.9935,123366022710.37566,1.517192804606124,70.28723722336382,34401447319.25624,0.3842321511672969,0.0838237852465397,0.2379843529783198,0.1654257119933512,0.2551839802145535,0.4577636741870804,-0.0170113379006783,0.5318898900226852,0,1,-1,54,54,1.310335265418064e-33,1.9616266554796083e-33,2.645608151498994e-33,1.8634838403619498e-33,1.3101693913333221e-33,1.8749176688737142e-33,1.0785174840021923e-33,4.1938955709308205e-33,2.6505603108121666e-33,1.1040339934215745e-33,1.4431338812246842e-33,1.506769478710813e-33,1.21887354997076e-33,2.8049772567303357e-33,1.0258541067644961e-33,1.5488583831563804e-33,1.758945698025585e-33,9.66595217205046e-34,1.4791171375077294e-33,8.478803401766677e-34,1.1204022468084412e-33,9.092470890202243e-34,2.8386117781054614e-33,1.6946324564779363e-33,1.4258230817854618e-33,1.2989758893250219e-33,1.469219806250449e-33,1.3818597806811995e-33,1.3045678270686959e-33,1.2535437099879579e-33,1.3382665416309583e-33,1.550464647323284e-33,1.405629072715279e-33,1.4195511406889773e-33,2.6407197510370634e-33,1.2725643838651215e-33,1.7265976064818385e-33,2.6141824724505908e-33,9.18355741427775e-34,1.400395441003032e-33,1.5109579379897048e-33,1.1177842909616446e-33,1.5882073054556008e-33,1.7077488164798408e-33,1.8928914103463517e-33,2.3211086214240832e-33,4.156600030585188e-33,9.743312899268254e-34,2.439580910264007e-33,3.789650111040114e-33,9.349377141921563e-34,1.4860263185540478e-33,2.0988202133868922e-33,1.405239179921043e-33,1.0,1.4398218998644291e-33,1.746314094053168e-33,1.3568043635162983e-33,2.2810112926692902e-33,1.4841350817691603e-33,1.0058762629298322e-33,2.0382706854929378e-33,1.332209065902651e-33,1.0048852102959061e-33,1.6869397379128322e-33,1.8342023936540275e-33,2.835784256202078e-33,1.965747463405274e-33,3.0102280428766774e-33,1.070792445201991e-33,1.8509139015805137e-33,2.302116343016082e-33,1.3161436436356181e-33,1.8660789551475487e-33,1.4157108760784064e-33,1.7655704560783777e-33,1.855973349864123e-33,2.5459336557585646e-33,1.576104326020487e-33,1.6334269677812275e-33
2021,Nivel Central,216025109087.69083,113434190427.31996,1.1170608411837126,146.65053578919614,46883716949.12749,,0.0662618385910389,0.1807140300616244,0.1771846465563483,0.2365172470533124,0.4204142017117352,-0.0554779760511556,0.5250972486780402,0,1,-1,34,34,1.3718944128903696e-33,1.4281921208353933e-33,2.202971430234556e-33,1.849484272450764e-33,1.206452490098205e-33,1.392116333613102e-33,8.165257516927473e-34,1.9961471537177577e-33,1.7413219417171693e-33,1.43732344603544e-33,1.1421226919633231e-33,1.2258247075381163e-33,9.524165972571838e-34,1.2554375535667334e-33,9.8441373789958e-34,2.439636206025985e-33,1.948446976219637e-33,8.409523942118545e-34,9.463738694273908e-34,7.270380310755929e-34,1.1180374133078716e-33,7.71499036775751e-34,1.481821466962756e-33,1.2809153483593393e-33,1.0901012267385559e-33,1.1405213208861362e-33,9.883087941228529e-34,1.006637215964326e-33,1.1540484293846463e-33,9.578413630855299e-34,9.96331414171836e-34,2.1934989297741442e-33,2.086171973665461e-33,8.559345546594677e-34,1.0,1.2454908811181742e-33,1.7915284053128054e-33,1.7009740486508526e-33,1.0404687465847945e-33,1.2068670891188916e-33,1.586621469040945e-33,7.330987037240733e-34,1.3976906731457497e-33,1.3869639820518652e-33,1.2553839579562611e-33,1.4555695714372866e-33,2.704111356352397e-33,8.73185686399958e-34,9.80622578734537e-34,1.5159024200499494e-33,9.789048248130226e-34,1.3194754470841125e-33,2.3304339399546472e-33,8.534464499146995e-34,2.6407197510370634e-33,1.45671215414457e-33,1.1442230963854791e-33,1.3924258343929477e-33,1.3286978826550281e-33,1.689881757108484e-33,8.371387967006549e-34,1.56585929325381e-33,1.0526180898080962e-33,9.791543093988626e-34,1.3017522185240778e-33,1.2170930591367354e-33,1.7719807444155873e-33,1.1450817634292969e-33,1.5038130473698367e-33,8.952626010033932e-34,2.0402174429169665e-33,1.3332060017760274e-33,1.2506008764379384e-33,1.047075456926112e-33,9.626778203543847e-34,1.6981698842670137e-33,1.3357527473690527e-33,1.7803173261033664e-33,1.4899243956673917e-33,1.3601108741066912e-33
2022,Nivel Central,220480289352.75308,123124274584.8238,1.4623631651507207,131.78154250897614,18778601291.636063,0.2237470663544419,0.0768326124661331,0.2866099941947452,0.1643348915800297,0.2268572874030524,0.3988738607869475,0.0366695633658955,0.5584366518488805,0,1,-1,52,52,1.735388333806552e-33,1.7202307192467898e-33,2.945303553300539e-33,2.2930706191149523e-33,1.4518122467429647e-33,1.7144584624837254e-33,1.7084820576623486e-33,2.1630185578895372e-33,1.3486666672894604e-33,1.812977254334332e-33,2.0883352614290536e-33,1.2562125082915315e-33,2.7886688647528575e-33,1.2800098788103626e-33,1.3713972017606542e-33,2.1101003797733527e-33,3.241631400845471e-33,7.563196260005686e-34,1.2302915643161428e-33,7.3482369923128065e-34,1.0448450491397956e-33,1.5159956716861418e-33,1.4222886957660553e-33,1.4332921750943957e-33,1.2389696957198575e-33,9.081975054876726e-34,1.0767084583387348e-33,7.956013445899903e-34,1.5564517724406976e-33,1.1391288892922723e-33,1.0114029786536692e-33,1.3903022184174856e-33,1.977623197842844e-33,1.2141651999522517e-33,2.3304339399546472e-33,1.7850176483256084e-33,2.7660180334025473e-33,2.3180588633290002e-33,1.5702267704841075e-33,1.5362454955789743e-33,1.2100554797483914e-33,1.1399770930414575e-33,2.123805294362026e-33,1.653952659297869e-33,2.1316563476199864e-33,2.0292395027214744e-33,1.6571423515419164e-33,9.750921367004043e-34,1.7140433922102497e-33,1.5416209876774634e-33,1.1432776929780025e-33,1.230991488358013e-33,1.0,1.3086087272558411e-33,2.0988202133868922e-33,2.0491062314885216e-33,1.6608543432441752e-33,1.6199851519014167e-33,1.4393251210342737e-33,1.685290934844912e-33,1.3730597859556106e-33,2.0326441259789647e-33,1.6315762347775e-33,1.7144549895404978e-33,1.1580316020250554e-33,1.066922683154886e-33,1.698763274847615e-33,1.908712029653128e-33,1.445886222451848e-33,1.4486757712707428e-33,2.561239446696646e-33,1.7300161771098588e-33,1.6076995997458243e-33,1.7659269077388287e-33,1.3939894447810788e-33,1.5425187047316038e-33,1.6913649889341194e-33,1.9910379892348815e-33,2.7044289357610244e-33,1.693227484102858e-33
2023,Nivel Central,228423471597.2614,126772187733.0488,1.4741909700939635,114.82897142498206,,0.395354247335835,0.0747565078474581,0.199812023305427,0.0954180741164133,0.2659878853336112,0.31345524729834,0.0702614430222647,0.5549875713147541,1,1,-1,45,45,1.4195203134930952e-33,1.919080095147758e-33,1.9079223719092324e-33,1.3862088504274024e-33,1.2269694702897854e-33,1.9431249050926802e-33,1.1775299576870104e-33,5.304703951178471e-33,3.575522348464441e-33,1.2158334763657611e-33,1.4678961233628653e-33,1.2282927623564082e-33,1.7032527530942866e-33,1.152430656115491e-33,9.511778508132319e-34,1.2332624410637828e-33,4.569751236285801e-33,1.2393659751308937e-33,1.1001581941120747e-33,8.228044422903593e-34,1.419975471110568e-33,1.399297966502655e-33,2.6188312022094434e-33,1.3450684979956216e-33,2.0059063381128606e-33,1.8397484425736913e-33,1.4615230433304701e-33,1.055987908049135e-33,1.5328982440223733e-33,1.1824416299920656e-33,1.142008814013875e-33,1.4772656647349037e-33,1.1372207526293604e-33,1.051482904570196e-33,1.4555695714372866e-33,1.3250907396913103e-33,2.4598401999404327e-33,1.7075276859408633e-33,1.4270977240186411e-33,1.9746117331708344e-33,1.953793629310961e-33,1.782641416300258e-33,3.098167524102609e-33,9.089501687278945e-34,3.7807950147214545e-33,1.0,1.5461031199963404e-33,1.1228813527432987e-33,1.3925217646399316e-33,1.6684636423119316e-33,1.2524856298966955e-33,1.803185862960736e-33,2.0292395027214744e-33,9.480927194404373e-34,2.3211086214240832e-33,1.403938329683437e-33,1.4601512990989311e-33,1.5359807646662898e-33,1.8477024804951815e-33,1.3429572609151216e-33,1.1556782702234284e-33,1.6717729940070693e-33,2.1158918399564976e-33,1.2626448154179876e-33,3.3479580193349916e-33,1.709666433302397e-33,3.944268693354716e-33,2.394298265134433e-33,4.313619425463217e-33,1.1717895791439982e-33,3.0383850615214008e-33,1.5712896347497756e-33,1.049646567762012e-33,1.3559745226310566e-33,1.5235496629034034e-33,1.6073529809449048e-33,2.4078137149627544e-33,2.02199591042259e-33,1.9821358530154667e-33,1.5816276190547598e-33
2024,Nivel Central,231153553978.4891,136537769821.73187,1.2064340530615223,96.66954680817426,5816412206.773385,0.3410138678058848,0.0548131673141458,0.2689279539070255,0.1748930170166801,0.2479175151065036,0.5938484085649725,0.0043946059674252,0.5906799504992164,1,1,-1,37,37,1.2247598476597523e-33,1.54229920364228e-33,1.794070250871252e-33,1.3403541518134477e-33,1.7081444250934325e-33,1.3296089235014673e-33,1.2047491770287098e-33,2.839891292356617e-33,1.915486523108114e-33,1.189628175064537e-33,1.4961991161372099e-33,9.125936036410785e-34,2.1848847543162504e-33,1.5362766480814916e-33,9.09085758376913e-34,9.42315662473961e-34,1.661868346095043e-33,8.544260729985915e-34,2.1887873499679805e-33,8.060472399203525e-34,1.1593655773775e-33,1.7927149780458747e-33,2.1397794083761832e-33,1.866851822551722e-33,1.3925098130346988e-33,1.1057483265779598e-33,8.759261029180484e-34,1.2302396910968577e-33,2.3327702843812983e-33,8.049171094892844e-34,8.691171182586263e-34,1.1945394242208416e-33,2.3533013043269244e-33,1.0707464973030394e-33,1.7009740486508526e-33,1.4060125801517808e-33,1.6241926139555145e-33,1.0,1.2429966415507737e-33,1.0920289561118982e-33,1.5927436860522302e-33,1.1514189940250196e-33,1.283808691320254e-33,1.2567322902782081e-33,1.595541568962406e-33,1.7075276859408633e-33,1.7061951322966678e-33,9.472198553472851e-34,1.4686369728947178e-33,2.0070754974651598e-33,7.922667551919277e-34,1.3736272776414733e-33,2.3180588633290002e-33,1.3178842454919111e-33,2.6141824724505908e-33,2.6481207716636373e-33,1.2493642967712994e-33,1.0187502318686168e-33,3.142352581361099e-33,1.2007142055984635e-33,1.3908389740101333e-33,1.2184965074115734e-33,1.077237427094808e-33,9.584249989714913e-34,1.1104183677300091e-33,1.183109041379026e-33,1.616807836942257e-33,1.665494525195204e-33,1.570267598302295e-33,1.3187726407898288e-33,1.6216267648372275e-33,1.2800878019366442e-33,1.1901015020335182e-33,1.478361157568342e-33,1.4982861562808607e-33,1.4956874693990185e-33,1.9419890251374054e-33,2.4021049411626033e-33,1.4864192594429951e-33,1.3458442831396905e-33
2025,Nivel Central,241190038556.80087,138248782514.57654,1.442033481434362,109.39776381251777,-29607151896.39428,0.2727537271237621,0.0915129949193295,0.2576638105999659,0.191378782269182,0.2206391133932763,0.4249301886920005,0.0458693715214434,0.5731944127618629,1,1,-1,12,12,1.1382363089333974e-33,1.4948929812001863e-33,1.7816125948254372e-33,1.4730601929754923e-33,1.2151499490045854e-33,1.2110128723465246e-33,1.5020807279415554e-33,1.6016511529771735e-33,9.996666483743503e-34,1.2748318121181047e-33,1.414199229814742e-33,9.647617807243479e-34,1.0,1.0220611247150955e-33,8.298466713015858e-34,1.0561180424034157e-33,1.9419107197807765e-33,7.308786264425542e-34,1.1103141872458688e-33,6.2415073535246805e-34,9.37865310519276e-34,2.355355701209218e-33,1.1570454789848614e-33,1.4744450248656441e-33,1.19488739904224e-33,8.032962698333027e-34,8.304049706047194e-34,7.705616289827605e-34,1.414868539230576e-33,7.529042061135136e-34,8.182132639083783e-34,8.85784931554769e-34,1.4698290679606245e-33,1.103828808373512e-33,9.524165972571838e-34,1.6024184375285514e-33,1.8087362721906697e-33,2.1848847543162504e-33,2.1592008737173725e-33,1.2212663678995796e-33,9.512175816998415e-34,2.023808570310758e-33,1.380259126028754e-33,1.0826280652918223e-33,1.5770351783249378e-33,1.7032527530942866e-33,1.074609022793513e-33,8.343383458296546e-34,1.40065299814458e-33,1.0757227359292148e-33,8.977412409115369e-34,1.0528830204338493e-33,2.7886688647528575e-33,1.3105347313963486e-33,1.21887354997076e-33,1.747078216367448e-33,1.3240811904612594e-33,1.0932361943639898e-33,1.2631971597338573e-33,1.2569262561357805e-33,1.6979560431080905e-33,1.08797227852582e-33,1.2496595698775735e-33,1.1317008676768245e-33,8.533948134063436e-34,8.881621726918205e-34,1.0720146965161221e-33,1.680265223815227e-33,1.1919835792566346e-33,1.7410265651826487e-33,2.117362770464596e-33,1.2696259838834e-33,1.0737966070694684e-33,1.2672495087071132e-33,1.1934548707935414e-33,1.1740665849733148e-33,1.6046654090028005e-33,1.7008809007617386e-33,1.6454307239387647e-33,1.2207837258249365e-33
